,Symbol,Company
2069,MINI,Mobile Mini Inc
2070,MIRM,Mirum Pharmaceuticals Inc
2071,MIST,Milestone Pharmaceuticals Inc
2072,MITK,Mitek Systems Inc
2073,MITO,Stealth Biotherapeutics Corp Ads
2074,MJCO,Majesco
2075,MKD,Molecular Data Inc Ads
2076,MKGI,Monaker Group Inc
2077,MKSI,Mks Instruments Inc
2078,MKTX,Marketaxess Holdings
2079,MLAB,Mesa Labs Inc
2080,MLCO,Melco Resorts & Entertainment
2081,MLHR,Miller Herman Inc
2082,MLND,Millendo Therapeutics Inc
2083,MLVF,Malvern Bncp
2084,MMAC,Mma Capital Mngt
2085,MMLP,Martin Midstrm LP
2086,MMSI,Merit Medical Sys
2087,MMYT,Makemytrip Ltd
2088,MNCL,Monocle Acquisition Corp
2089,MNCLU,Monocle Acquisition Corp Units
2090,MNCLW,Monocle Acquisition Corp WT
2091,MNDO,Mind C.T.I. Ltd
2092,MNKD,Mannkind Corp
2093,MNLO,Menlo Therapeutics Inc
2094,MNOV,Medicinova Inc
2095,MNPR,Monopar Therapeutics Inc
2096,MNRO,Monro Muffler Brak
2097,MNSB,Mainstreet Bank
2098,MNST,Monster Beverage Cp
2099,MNTA,Momenta Pharma
2100,MNTX,Manitex Intl Inc
2101,MOBL,Mobileiron Inc
2102,MOFG,Midwestone Fnl Gp
2103,MOGO,Mogo Inc
2104,MOHO,Ecmoho Ltd ADR
2105,MOMO,Momo Inc Ads
2106,MOR,Morphosys Ag ADR
2107,MORF,Morphic Holding Inc
2108,MORN,Morningstar Inc
2109,MOSY,Mosys Inc
2110,MOTS,Motus Gi Holdings Inc
2111,MOXC,Moxian Inc
2112,MPAA,Motorcar Parts Amer
2113,MPB,Mid Penn Bancorp Inc
2114,MPWR,Monolithic Power Sys
2115,MRAM,Everspin Technologies Inc
2116,MRBK,Meridian Bank
2117,MRCC,Monroe Capital Corp
2118,MRCCL,Monroe Capital Corp 5.75% Notes Due 2023
2119,MRCY,Mercury Sys Inc
2120,MREO,Mereo Biopharma Group Plc ADR
2121,MRIN,Marin Sotfware Incorporated
2122,MRKR,Marker Therapeutics Inc
2123,MRLN,Marlin Business Serv
2124,MRNA,Moderna Inc
2125,MRNS,Marinus Pharma CS
2126,MRSN,Mersana Therapeutics Inc
2127,MRTN,Marten Transport L
2128,MRTX,Mirati Therapeutics
2129,MRUS,Merus N.V. CS
2130,MRVL,Marvell Tech Group
2131,MSBF,MSB Financial
2132,MSBI,Midland Sts BNC
2133,MSEX,Middlesex Water Company
2134,MSFT,Microsoft Corp
2135,MSON,Misonix Inc
2136,MSTR,Microstrategy Cl A
2137,MSVB,Mid-Southn Svg Bk IN
2138,MTBC,Mtbc Inc.
2139,MTBCP,Mtbc 11% Sr A Prf ST
2140,MTC,Mmtec Inc
2141,MTCH,Match Group Inc CS
2142,MTEM,Molecular Templates Inc
2143,MTEX,Mannatech Inc
2144,MTLS,Materialise NV Ads
2145,MTP,Midatech Pharma Ads
2146,MTRX,Matrix Service Company
2147,MTSC,M T S Systems Cp
2148,MTSI,Macom Technology S
2149,MTSL,Mer Telemanagement Solutions Ltd
2150,MU,Micron Technology
2151,MUDS,Mudrick Capital Acquisition Corp Cl A
2152,MUDSU,Mudrick Capital Acquisition Corp Unit
2153,MUDSW,Mudrick Capital Acquisition Corp WT
2154,MVBF,Mvb Financial Corp
2155,MVIS,Microvision
2156,MWK,Mohawk Group Holdings Inc
2157,MXIM,Maxim Integrated
2158,MYFW,First Western Financial Inc
2159,MYGN,Myriad Genetics Inc
2160,MYL,Mylan NV Ord Shs
2161,MYOK,Myokardia Inc
2162,MYOS,Myos Rens Tech
2163,MYRG,MYR Group Inc
2164,MYSZ,My Size Inc
2165,MYT,Urban Tea Inc
2166,NAII,Natural Alternativ
2167,NAKD,Naked Brand Group Inc
2168,NAOV,Nanovibronix Inc
2169,NARI,Inari Medical Inc
2170,NATH,Nathan's Famous IN
2171,NATI,Natl Instruments Cor
2172,NATR,Nature S Sunshine
2173,NAVI,Navient Cp
2174,NBAC,Newborn Acquisition Corp
2175,NBACR,Newborn Acquisition Corp. Right
2176,NBACU,Newborn Acquisition Corp
2177,NBACW,Newborn Acquisition Corp. WT
2178,NBEV,New Age Beverages Corp
2179,NBIX,Neurocrine Bioscienc
2180,NBL,Noble Energy Inc
2181,NBLX,Noble Midstream Partners LP
2182,NBN,Northeast Bncp
2183,NBRV,Nabriva Therape Ads
2184,NBSE,Neu Base Therapeutics Inc
2185,NBTB,NBT Bancorp Inc
2186,NCBS,Nicolet Bnkshr
2187,NCMI,National Cinemedia
2188,NCNA,Nucana Plc ADR
2189,NCSM,Ncs Multistage Holdings Inc
2190,NCTY,The9 Ltd
2191,NDAQ,Nasdaq Inc
2192,NDLS,Noodles & Company
2193,NDRA,Endra Life Sciences Inc
2194,NDRAW,Endra Life Sciences Inc WT
2195,NDSN,Nordson Corp
2196,NEBU,Nebula Acquisition Corp Cl A
2197,NEBUU,Nebula Acquisition Corp Unit
2198,NEBUW,Nebula Acquisition Corp WT
2199,NEO,Neogenomics Inc
2200,NEOG,Neogen Cp
2201,NEON,Neonode Inc
2202,NEOS,Neos Therapeutics
2203,NEPH,Nephros Inc
2204,NEPT,Neptune Wellness Solutions Inc
2205,NERV,Minerva Neuroscie
2206,NESR,National Energy Services Reunited Corp
2207,NESRW,National Energy Services Reunited Corp WT
2208,NETE,Net Element Inc
2209,NEWA,Newater Technology Inc
2210,NEWT,Newtek Bus Svcs
2211,NEWTI,Newtek Business Services Corp 6.25% Notes Due 2
2212,NEWTL,Newtek Business Services Corp 5.75% Notes Due 2
2213,NEXT,Nextdecade Corp
2214,NFBK,Northfield Bncrp Del
2215,NFE,New Fortress Energy Llc
2216,NFIN,Netfin Acquisition Corp Cl A
2217,NFINU,Netfin Acquisition Corp Unit
2218,NFINW,Netfin Acquisition Corp WT
2219,NFLX,Netflix Inc
2220,NFTY,First Trust India Nifty 50 EW ETF
2221,NGHC,National General Hld
2222,NGHCN,National General Holdings Corp
2223,NGHCO,National Gnl Hld Ds
2224,NGHCP,National Gen Srs A
2225,NGHCZ,National Gen Sub NTS
2226,NGM,Ngm Biopharmaceuticals Inc
2227,NH,Nanthealth Inc
2228,NHLD,National Holdings
2229,NHLDW,National Holdings Corp WT
2230,NHTC,Natural Hlth Trd
2231,NICE,Nice Ltd
2232,NICK,Nicholas Fincl Inc
2233,NIU,Niu Technologies ADR
2234,NK,Nantkwest Inc CS
2235,NKLA,Nikola Corp.
2236,NKLAW,Nikola Corp. WT
2237,NKSH,Natl Bankshares Inc
2238,NKTR,Nektar Therapeutics
2239,NLOK,Nortonlifelock Inc.
2240,NLTX,Neoleukin Therapeutics Inc
2241,NMCI,Navios Maritime Containers L.P.
2242,NMIH,Nmi Holdings Inc
2243,NMRD,Nemaura Med Inc
2244,NMRK,Newmark Group Inc Cl A
2245,NMTR,9 Meters Biopharma Inc
2246,NNBR,NN Inc
2247,NNDM,Nano Dimension Ads
2248,NODK,Ni Holdings Inc
2249,NOVN,Novan Inc
2250,NOVSU,Novus Capital Corporation Units
2251,NOVT,Novanta Inc
2252,NPA,New Providence Acquisition Corp. Cl A
2253,NPAUU,New Providence Acquisition Corp
2254,NPAWW,New Providence Acquisition Corp. WT
2255,NRBO,Neurobo Pharmaceuticals Inc.
2256,NRC,National Research Corp
2257,NRIM,Northrim Bancorp Inc
2258,NSEC,Natl Security Gp
2259,NSIT,Insight Enterpr
2260,NSSC,Napco Sec Tech Inc
2261,NSTG,Nanostring Tech
2262,NSYS,Nortech Systems IN
2263,NTAP,Netapp Inc
2264,NTCT,Netscout Systems
2265,NTEC,Intec Pharma Ord Shr
2266,NTES,Netease Inc Ads
2267,NTGR,Netgear Inc
2268,NTIC,Northern Technologies Intl Corp
2269,NTLA,Intellia Thera CS
2270,NTNX,Nutanix Inc
2271,NTRA,Natera Inc
2272,NTRP,Neurotrope Inc
2273,NTRS,Northern Trust Corp
2274,NTRSO,Northern Trust Prf Perpetual USD Dpsh Rp1/1000Th
2275,NTUS,Natus Medical Inc
2276,NTWK,Netsol Tech Inc
2277,NUAN,Nuance Communicatns
2278,NURO,Neurometrix Inc
2279,NUROW,Neurometrix Inc WT
2280,NUVA,Nuvasive Inc
2281,NVAX,Novavax Inc
2282,NVCN,Neovasc Inc
2283,NVCR,Novocure Ltd Ord Sh
2284,NVDA,Nvidia Corp
2285,NVEC,Nve Corp
2286,NVEE,Nv5 Global
2287,NVFY,Nova Lifestyle Inc
2288,NVIV,Invivo Therapeutics Holdings Corp
2289,NVMI,Nova Measuring Instr
2290,NVUS,Novus Therapeutics Inc
2291,NWBI,Northwest Bancshares
2292,NWFL,Norwood Financial Cp
2293,NWGI,Newgioco Group Inc
2294,NWL,Newell Rubbermaid Inc
2295,NWLI,Natl Wstrn Life Gp A
2296,NWPX,Northwest Pipe Company
2297,NWS,News Cp Cl B
2298,NWSA,News Cp Cl A
2299,NXGN,Nextgen Healthcare Inc
2300,NXPI,Nxp Semiconductors
2301,NXST,Nexstar Broadcasting
2302,NXTC,Nextcure Inc
2303,NXTD,Nxt-Id Inc
2304,NXTG,Nasdaq Smartphone Index Fund FT
2305,NYMT,New York Mtge Trust
2306,NYMTM,New York Mortgage Trust Inc Fxdfr Prf Perpetual
2307,NYMTN,New York Mortgage Trust Inc 8.00% Series D
2308,NYMTO,New York Mort 7.875
2309,NYMTP,New York Mrtg 7.75 B
2310,NYMX,Nymox Pharm Corp
2311,OAS,Oasis Petroleum Inc
2312,OBAS,Optibase Ltd
2313,OBCI,Ocean Bio Chem Inc
2314,OBLN,Obalon Therapeutics Inc
2315,OBNK,Origin Bancorp Inc
2316,OBSV,Obseva Sa
2317,OCC,Optical Cable Corp
2318,OCCI,Ofs Credit Company Inc
2319,OCCIP,Ofs Credit Co. Inc Pfd Ser A
2320,OCFC,Oceanfirst Finl Corp
2321,OCFCP,Oceanfirst Financial Corp. Depositary Shares
2322,OCGN,Ocugen Inc
2323,OCSI,Oaktree Strategic Income Corp
2324,OCSL,Oaktree Specialty Lending Corp
2325,OCUL,Ocular Therapeut
2326,ODFL,Old Dominion Freight Line Inc.
2327,ODP,Office Depot
2328,ODT,Odonate Therapeutics Inc
2329,OEG,Orbital Energy Group Inc.
2330,OESX,Orion Energy Syst
2331,OFED,Oconee Fed Fin Corp
2332,OFIX,Orthofix Intl NV
2333,OFLX,Omega Flex Inc
2334,OFS,Ofs Capital Corp
2335,OFSSI,Ofs Capital Corp 5.95% Notes Due 2026
2336,OFSSL,Ofs Capital Corp 6.375% Notes Due 2025
2337,OFSSZ,Ofs Capital Corp 6.50% Notes Due 2025
2338,OGI,Organigram Hlds Inc
2339,OIIM,O2Micro Intl Ltd
2340,OKTA,Okta Inc Cl A
2341,OLD,Long-Term Care ETF
2342,OLED,Universal Display
2343,OLLI,Ollies Bargain CS
2344,OMAB,Grupo Aeroportuario
2345,OMCL,Omnicell Inc
2346,OMER,Omeros Corp
2347,OMEX,Odyssey Marine Expl
2348,OMP,Oasis Midstream Partners LP
2349,ON,On Semiconductor
2350,ONB,Old National Bncp
2351,ONCS,Oncosec Medical
2352,ONCT,Oncternal Therapeutics Inc
2353,ONCY,Oncolytics Biotech Inc
2354,ONEM,1Life Healthcare Inc
2355,ONEQ,Nasdaq Composite ETF
2356,ONEW,Onewater Marine Inc Cl A
2357,ONTX,Onconova Therapeutic
2358,ONTXW,Onconova Therapeutics Inc
2359,ONVO,Organovo Holdings
2360,OPB,Opus Bank
2361,OPBK,Open Bank
2362,OPCH,Option Care Health Inc
2363,OPES,Opes Acquisition Corp
2364,OPESU,Opes Acquisition Corp
2365,OPESW,Opes Acquisition Corp WT
2366,OPGN,Opgen Inc
2367,OPHC,Optimumbank Hlds
2368,OPI,Office Properties Income Trust
2369,OPINI,Office Properties Income Trust
2370,OPK,Opko Health Inc
2371,OPNT,Opiant Pharmaceuticals Inc
2372,OPOF,Old Point Finl Cp
2373,OPRA,Opera Ltd ADR
2374,OPRT,Oportun Financial Corp
2375,OPRX,Optimizerx Corp
2376,OPTN,Optinose Inc
2377,OPTT,Ocean Power Tech Inc
2378,ORBC,Orbcomm Inc
2379,ORGO,Organogenesis Holdings Inc
2380,ORGS,Orgenesis Inc
2381,ORIC,Oric Pharmaceuticals Inc
2382,ORLY,O'Reilly Automotive
2383,ORMP,Oramed Pharma
2384,ORRF,Orrstown Finl Svcs
2385,ORSN,Orisun Acquisition Corp
2386,ORSNR,Orisun Acquisition Corp Right
2387,ORSNU,Orisun Acquisition Corp Unit
2388,ORSNW,Orisun Acquisition Corp WT
2389,ORTX,Orchard Therapeutics Plc ADR
2390,OSBC,Old Second Bancorp
2391,OSIS,O S I Systems Inc
2392,OSMT,Osmotica Pharmaceuticals Plc
2393,OSN,Ossen Innovation Company
2394,OSPN,Onespan Inc
2395,OSS,One Stop Systems Inc
2396,OSTK,Overstock.com Inc
2397,OSUR,Orasure Tech Inc
2398,OSW,Onespaworld Holdings Ltd
2399,OTEL,Otelco Cl A
2400,OTEX,Open Text Cp
2401,OTIC,Otonomy Inc
2402,OTLK,Outlook Therapeutics Inc
2403,OTLKW,Outlook Therapeutics Inc
2404,OTTR,Otter Tail Corp
2405,OTTW,Ottawa Saving Bcp IL
2406,OVBC,Ohio Valley Banc Cp
2407,OVID,Ovid Therapeutics Inc
2408,OVLY,Oak Valley Bancp CA
2409,OXBR,Oxbridge Ord Shrs
2410,OXBRW,Oxbridge WT
2411,OXFD,Oxford Immunotec
2412,OXLC,Oxford Lane Capital
2413,OXLCM,Oxford Lane Capital Corp Pfd Ser 2024
2414,OXLCO,Oxford Lane Cap 7.5
2415,OXLCP,Oxford Lane Capital Corp 6.25% Prf Redeem 28/02/
2416,OXSQ,Oxford Square Capital Corp
2417,OXSQL,Oxford Square Capital Corp 6.50% Note Due 2024
2418,OXSQZ,Oxford Square Capital Corp 6.25% Notes Due 2026
2419,OYST,Oyster Point Pharma Inc
2420,OZK,Bank Ozk
2421,PAAC,Proficient Alpha Acquisition Corp
2422,PAACR,Proficient Alpha Acquisition Corp Rights
2423,PAACU,Proficient Alpha Acquisition Corp Unit
2424,PAACW,Proficient Alpha Acquisition Corp WT
2425,PAAS,Pan Amer Silver Corp
2426,PACB,Pacific Biosciences
2427,PACQ,Pure Acquisition Corp Cl A
2428,PACQW,Pure Acquisition Corp WT
2429,PACW,Pacwest Bancorp
2430,PAE,Pae Inc Cl A
2431,PAEWW,Pae Inc WT
2432,PAHC,Phibro Anl Htlh A
2433,PANL,Pangaea Logistics So
2434,PASG,Passage Bio Inc
2435,PATI,Patriot TR HD
2436,PATK,Patrick Inds Inc
2437,PAVM,Pavmed Inc
2438,PAVMW,Pavmed Inc WT
2439,PAVMZ,Pavmed Inc Series Z WT
2440,PAYS,Paysign Inc
2441,PAYX,Paychex Inc
2442,PBCT,People's United Finl
2443,PBCTP,Peoples Utd Finl Inc
2444,PBFS,Pioneer Bancorp Inc
2445,PBHC,Pathfinder Bcp MD
2446,PBIP,Prudential Bancorp
2447,PBPB,Potbelly Corp
2448,PBTS,Powerbridge Technologies Co. Ltd
2449,PBYI,Puma Biotechnology
2450,PCAR,Paccar Inc
2451,PCB,Pacific City Finl Cp
2452,PCH,Potlatch Cp
2453,PCOM,Points Intl Ltd
2454,PCRX,Pacira Pharm Inc
2455,PCSB,Pcsb Financial Corp
2456,PCTI,Pc-Tel Inc
2457,PCTY,Paylocity Hld Corp
2458,PCYG,Park City Group
2459,PCYO,Pure Cycle Corp
2460,PDBC,Optimum Yield Diversified Commodity Strategy No
2461,PDCE,Pdc Energy Inc
2462,PDCO,Patterson Companies
2463,PDD,Pinduoduo Inc ADR
2464,PDEX,Pro-Dex Inc
2465,PDFS,Pdf Solutions Inc
2466,PDLB,Pdl Community Bancorp
2467,PDLI,Pdl Biopharma Inc
2468,PDP,DWA Momentum Invesco ETF
2469,PDSB,Pds Biotechnology Corp
2470,PEBK,Peoples Bancorp NC
2471,PEBO,Peoples Bancorp Inc
2472,PECK,The Peck Company Inc
2473,PEGA,Pegasystems Inc
2474,PEIX,Pacific Ethanol Inc
2475,PENN,Penn Natl Gaming Inc
2476,PEP,Pepsico Inc
2477,PERI,Perion Network Ltd
2478,PESI,Perma-Fix Envir
2479,PETQ,Petiq Inc Cl A
2480,PETS,Petmed Express Inc
2481,PETZ,Tdh Holdings Inc
2482,PEY,High Yield Equity Dividend Achievers Invesco ETF
2483,PEZ,DWA Consumer Cyclicals Momentum Invesco ETF
2484,PFBC,Preferred Bank LA
2485,PFBI,Premier Finl Bncp
2486,PFF,US Preferred Stock Ishares ETF
2487,PFG,Principal Financial Group Inc
2488,PFHD,Professional Holding Corp
2489,PFI,DWA Financial Momentum Invesco ETF
2490,PFIE,Profire Energy
2491,PFIN,P F Inds Inc A
2492,PFIS,Peoples Finl Svcs Company
2493,PFLT,Pennantpark Fltng Rt
2494,PFM,Dividend Achievers Invesco ETF
2495,PFMT,Performant Financial
2496,PFPT,Proofpoint Inc
2497,PFSW,Pfsweb Inc
2498,PGC,Peapack Gladstone FI
2499,PGEN,Precigen Inc.
2500,PGJ,Golden Dragon China Invesco ETF
2501,PGNX,Progenics Pharmaceuticals
2502,PGNY,Progyny Inc
2503,PHAS,Phasebio Pharmaceuticals Inc
2504,PHAT,Phathom Pharmaceuticals Inc
2505,PHCF,Puhui Wealth Investment Management Company
2506,PHIO,Phio Pharmaceuticals Corp
2507,PHIOW,Phio Pharmaceuticals Corp WT
2508,PHO,Water Resources Invesco ETF
2509,PHUN,Phunware Inc
2510,PHUNW,Phunware Inc WT
2511,PI,Impinj Inc
2512,PICO,Pico Holdings Inc
2513,PID,Intl Dividend Achievers Invesco ETF
2514,PIE,DWA Emerging Markets Momentum Invesco ETF
2515,PIH,1347 Property Ins
2516,PIHPP,1347 Property Insurance Holdings Inc Pfd Ser A
2517,PINC,Premier Inc Cl A
2518,PIO,Global Water Invesco ETF
2519,PIRS,Pieris Pharma
2520,PIXY,Shiftpixy Inc
2521,PIZ,DWA Developed Markets Momentum Invesco ETF
2522,PKBK,Parke Bancorp Inc
2523,PKOH,Park Ohio Hld Cp
2524,PKW,Buyback Achievers Invesco ETF
2525,PLAB,Photronics Inc
2526,PLAY,Dave & Buster's Ente
2527,PLBC,Plumas Bancorp
2528,PLC,Principal U.S. Large-Cap Multi-Factor Core Index
2529,PLCE,Children's Place Inc
2530,PLIN,China Xiangtai Food Company
2531,PLL,Piedmont Lithium Ltd ADR
2532,PLMR,Palomar Holdings Inc
2533,PLPC,Preformed Line Prd
2534,PLRX,Pliant Therapeutics Inc
2535,PLSE,Pulse Biosciences CS
2536,PLUG,Plug Power Inc
2537,PLUS,Eplus Inc
2538,PLW,1-30 Laddered Treasury Invesco ETF
2539,PLXP,Plx Pharma Inc
2540,PLXS,Plexus Cp
2541,PLYA,Playa Hotels & Resorts N.V.
2542,PMBC,Pacific Mercantile
2543,PMD,Psychemedics
2544,PME,Pingtan Marine
2545,PMOM,Principal Sustainable Momentum Index ETF
2546,PNBK,Patriot Natl Bncp
2547,PNFP,Pinnacle Finl Ptnrs
2548,PNFPP,Pinnacle Financial Partners Inc
2549,PNNT,Pennantpark Investme
2550,PNNTG,Pennantpark Investment Corp 5.50% Notes D
2551,PNQI,Nasdaq Internet Invesco ETF
2552,PNRG,Primeenergy Cp
2553,PNTG,The Pennant Group Inc
2554,POAI,Predictive Oncology Inc
2555,PODD,Insulet Corp
2556,POLA,Polar Power Inc
2557,POOL,Pool Corp
2558,POTX,Global X Cannabis ETF
2559,POWI,Power Integratn
2560,POWL,Powell Inds Inc
2561,PPBI,Pacific Premier Bncp
2562,PPC,Pilgrim's Pride
2563,PPD,Ppd Inc
2564,PPH,Pharmaceutical Vaneck ETF
2565,PPHI,Positive Physicians Holdings Inc
2566,PPIH,Perma-Pipe International Holdings Inc
2567,PPSI,Pioneer Pwr Sol
2568,PRAA,Pra Group Inc
2569,PRAH,Pra Health
2570,PRCP,Perceptron Inc
2571,PRDO,Perdoceo Education Corp.
2572,PRFT,Perficient Inc
2573,PRFZ,FTSE RAFI US 1500 Small- Mid Invesco ETF
2574,PRGS,Progress Software
2575,PRGX,Prgx Global Inc
2576,PRIM,Primoris Services Cp
2577,PRN,DWA Industrials Momentum Invesco ETF
2578,PRNB,Principia Biopharma Inc
2579,PROF,Profound Medical Corp
2580,PROV,Provident Financial
2581,PRPH,Prophase Labs Inc
2582,PRPL,Purple Innovation Inc
2583,PRPO,Precipio Inc
2584,PRQR,Proqr Therapeutics
2585,PRSC,Providence Svc Cp
2586,PRTA,Prothena Corp
2587,PRTH,Priority Techno Holdings Inc
2588,PRTK,Paratek Pharma Inc
2589,PRTS,U.S. Auto Parts Netw
2590,PRVB,Provention Bio Inc
2591,PRVL,Prevail Therapeutics Inc
2592,PS,Pluralsight Inc Cl A
2593,PSC,Resources Prospect Ltd
2594,PSCC,S&P Smallcap Consumer Staples Invesco ETF
2595,PSCD,S&P Smallcap Consumer Discretionary Invesco ETF
2596,PSCE,S&P Smallcap Energy Invesco ETF
2597,PSCF,S&P Smallcap Financials Invesco ETF
2598,PSCH,S&P Smallcap Health Care Invesco ETF
2599,PSCI,S&P Smallcap Industrials Invesco ETF
2600,PSCM,S&P Smallcap Materials Invesco ETF
2601,PSCT,S&P Smallcap Information Technology Invesco ETF
2602,PSCU,S&P Smallcap Utilities Invesco ETF
2603,PSEC,Prospect Capital Cp
2604,PSET,Principal Price Setters ETF
2605,PSHG,Performance Shipping Inc.
2606,PSL,DWA Consumer Staples Momentum Invesco ETF
2607,PSM,Principal U.S. Small-Midcap Multi-Factor Core IN
2608,PSMT,Pricesmart Inc
2609,PSNL,Personalis Inc
2610,PSTI,Pluristem Therapeutc
2611,PSTV,Plus Therapeutics Inc
2612,PSTVZ,Plus Therapeutics Inc WT
2613,PT,Pintec Technology Holdings Ltd ADR
2614,PTAC,Proptech Acquisition Corporation Cl A
2615,PTACU,Proptech Acquisition Corp
2616,PTACW,Proptech Acquisition Corporation WT
2617,PTC,Ptc Inc
2618,PTCT,Ptc Therapeutics
2619,PTE,Polarityte Inc
2620,PTEN,Patterson-Uti Energy
2621,PTF,DWA Technology Momentum Invesco ETF
2622,PTGX,Protagonist Therapeutics Inc
2623,PTH,DWA Healthcare Momentum Invesco ETF
2624,PTI,Proteostasis Ther
2625,PTLA,Portola Pharma
2626,PTMN,Portman Ridge Finance Corp
2627,PTNR,Partner Comm Co. Ltd
2628,PTON,Peloton Interactive Inc
2629,PTSI,P A M Transport Sv
2630,PTVCA,Protective Insurance Corp Cl A
2631,PTVCB,Protective Insurance Corp Cl B
2632,PUB,Peoples Utah
2633,PUI,DWA Utilities Momentum Invesco ETF
2634,PULM,Pulmatrix Inc
2635,PUYI,Puyi Inc ADR
2636,PVAC,Penn VA Corp
2637,PVAL,Principal Contrarian Value Index ETF
2638,PVBC,Provident Bancorp CS
2639,PWFL,Powerfleet Inc
2640,PWOD,Penns Woods Bancorp
2641,PXI,DWA Energy Momentum Invesco ETF
2642,PXLW,Pixelworks Inc
2643,PXS,Pyxis Tankers
2644,PY,Principal Shareholders Yield ETF
2645,PYPL,Paypal Holdings
2646,PYZ,DWA Basic Materials Momentum Invesco ETF
2647,PZZA,Papa John's Intl
2648,QABA,Qtec First Trust ETF
2649,QADA,Qad Inc
2650,QADB,Q A D Inc Cl B
2651,QAT,Qatar Ishares MSCI ETF
2652,QCLN,Nasdaq Clean Edge Green Energy Index Fund FT
2653,QCOM,Qualcomm Inc
2654,QCRH,Qcr Holdings Inc
2655,QDEL,Quidel Cp
2656,QFIN,360 Finance Inc ADR
2657,QIWI,Qiwi Plc ADR
2658,QK,Q&K International Group Ltd ADR
2659,QLGN,Qualigen Therapeutics Inc.
2660,QLYS,Qualys Inc
2661,QMCO,Quantum Corp
2662,QNST,Quinstreet Inc
2663,QQEW,Nasdaq-100 EW Index Fund FT
2664,QQQ,Nasdaq QQQ Invesco ETF
2665,QQQX,Nuveen Nasdaq 100
2666,QQXT,Nasdaq-100 Ex-Tech Sector Indexsm Fund FT
2667,QRHC,Quest Resource
2668,QRTEA,Qurate Retail Group
2669,QRTEB,Liberty Int Qvc Sr B
2670,QRVO,Qorvo Inc
2671,QTEC,Nasdaq-100 Technology Index Fund FT
2672,QTNT,Quotient Ltd Ord
2673,QTRX,Quanterix Corp
2674,QTT,Qutoutiao Inc ADR
2675,QUIK,Quicklogic Corp
2676,QUMU,Qumu Corp
2677,QURE,Uniqure N.V.
2678,QYLD,Horizons Nasdaq-100 Covered Call ETF
2679,RADA,Rada Electr Inds Ltd
2680,RAIL,Freightcar America
2681,RAND,Rand Capital Cp
2682,RAPT,Rapt Therapeutics Inc
2683,RARE,Ultragenyx Pharmaceu
2684,RAVE,Rave Restaurant Group
2685,RAVN,Raven Industries Inc
2686,RBB,Rbb Bancorp
2687,RBBN,Ribbon Communications Inc
2688,RBCAA,Republic Bancorp Inc
2689,RBCN,Rubicon Technology
2690,RBKB,Rhinebeck Bancorp Inc
2691,RBNC,Reliant Bancorp Inc
2692,RCEL,Avita Medical Ltd ADR
2693,RCII,Rent-A-Center Inc
2694,RCKT,Rocket Pharmaceuticals Inc
2695,RCKY,Rocky Brands Inc
2696,RCM,R1 Rcm Inc
2697,RCMT,R C M Tech Inc
2698,RCON,Recon Technology Ltd
2699,RDCM,Radcom Ltd
2700,RDFN,Redfin Corp
2701,RDHL,Redhill Biophrma ADR
2702,RDI,Reading Intl Cl A
2703,RDIB,Reading International Inc Cl B
2704,RDNT,Radnet Inc
2705,RDUS,Radius Health
2706,RDVT,Red Violet Inc
2707,RDVY,Rising Dividend Achievers ETF FT
2708,RDWR,Radware Ltd
2709,REAL,The Realreal Inc
2710,REDU,Rise Education Cayman Ltd ADR
2711,REED,Reeds Inc
2712,REFR,Research Frontiers
2713,REG,Regency Centers Corp
2714,REGI,Renewable Energy
2715,REGN,Regeneron Pharmaceuticals
2716,REKR,Rekor Systems Inc
2717,RELL,Richardson Electrncs
2718,RELV,Reliv Intl Inc
2719,REPH,Recro Pharma Inc
2720,REPL,Replimune Group Inc
2721,RESN,Resonant Inc
2722,RETA,Reata Pharma
2723,RETO,Reto Eco-Solutions Inc
2724,REXN,Rexahn Pharmaceuticals
2725,REYN,Reynolds Consumer Products Inc
2726,RFAP,Riverfront Dyn Asia Pacific ETF FT
2727,RFDI,Riverfront Dyn Developed Intl ETF FT
2728,RFEM,Riverfront Dyn Emerging Markets ETF FT
2729,RFEU,Riverfront Dyn Europe ETF FT
2730,RFIL,RF Industries Ltd
2731,RGCO,Rgc Resources Inc
2732,RGEN,Repligen Cp
2733,RGLD,Royal Gold Inc
2734,RGLS,Regulus Therapeutics
2735,RGNX,Regenxbio Inc
2736,RGP,Resources Connection Inc.
2737,RIBT,Ricebran Technologie
2738,RICK,RCI Hospitality Hold
2739,RIGL,Rigel Pharmaceuticals
2740,RILY,B. Riley Financl
2741,RILYG,B. Riley Financial Inc 7.25% Senior Notes Due
2742,RILYH,B. Riley Financial Inc 7.375% Senior Notes Due
2743,RILYI,B. Riley Financial Inc 6.875% Senior Notes Due
2744,RILYM,B. Riley Financial Inc 6.375% Senior Notes Due
2745,RILYN,B. Riley Financial Inc 6.50% Senior Notes Due 2
2746,RILYO,B. Riley Financial Inc 6.75% Senior Notes Due
2747,RILYP,B. Riley Financial Inc
2748,RILYZ,B. Riley Financial Inc 7.50% Senior Notes Due
2749,RING,Global Gold Miners Ishares MSCI ETF
2750,RIOT,Riot Blockchain Inc
2751,RIVE,Riverview Financial Corp
2752,RKDA,Arcadia Bio
2753,RLMD,Relmada Therapeutics Inc
2754,RMBI,Richmond Mutual Bancorp Inc
2755,RMBL,Rumbleon Inc.
2756,RMBS,Rambus Inc
